Benešov,Administrativa,15840.0
Benešov,Doprava,16580.0
Benešov,Finance,16000.0
Benešov,Informační technologie,19000.0
Benešov,Obchod a cestovní ruch,12599.632183908046
Benešov,Obrana a ochrana,10596.764705882353
Benešov,Právo,18500.0
Benešov,Služby,12762.222222222223
Benešov,Stavebnictví,15068.421052631578
Benešov,Výchova a vzdělávání,14468.91304347826
Benešov,Výroba a provoz,14117.379032258064
Benešov,Zdravotnictví,22707.285714285714
Benešov,Zemědělství a lesnictví,15400.0
Beroun,Administrativa,12723.75
Beroun,Doprava,17080.0
Beroun,Finance,16512.5
Beroun,Informační technologie,15000.0
Beroun,Kultura a sport,21000.0
Beroun,Management,23375.0
Beroun,Obchod a cestovní ruch,12680.61038961039
Beroun,Obrana a ochrana,10374.75
Beroun,Služby,11908.848484848484
Beroun,Stavebnictví,13562.727272727272
Beroun,Výchova a vzdělávání,12500.0
Beroun,Výroba a provoz,15219.993788819876
Beroun,Zdravotnictví,15814.285714285714
Beroun,Zemědělství a lesnictví,7935.0
Blansko,Administrativa,11200.0
Blansko,Doprava,15550.526315789473
Blansko,Finance,18874.666666666668
Blansko,Informační technologie,22000.0
Blansko,Obchod a cestovní ruch,14750.27397260274
Blansko,Obrana a ochrana,9450.0
Blansko,Služby,11064.285714285714
Blansko,Stavebnictví,15011.07142857143
Blansko,Výchova a vzdělávání,15458.0
Blansko,Výroba a provoz,13094.651785714286
Blansko,Věda a výzkum,35000.0
Blansko,Zdravotnictví,22125.0
Blansko,Zemědělství a lesnictví,11720.0
Brno-město,Administrativa,13374.617021276596
Brno-město,Doprava,18368.103448275862
Brno-město,Finance,18884.17910447761
Brno-město,Informační technologie,27495.14563106796
Brno-město,Kultura a sport,20349.444444444445
Brno-město,Management,43333.333333333336
Brno-město,Obchod a cestovní ruch,15853.9
Brno-město,Obrana a ochrana,8710.438596491229
Brno-město,Právo,16946.666666666668
Brno-město,Služby,9638.19018404908
Brno-město,Stavebnictví,14387.52808988764
Brno-město,Výchova a vzdělávání,18021.875
Brno-město,Výroba a provoz,15941.325333333334
Brno-město,Věda a výzkum,40000.0
Brno-město,Zdravotnictví,19977.058823529413
Brno-město,Zemědělství a lesnictví,8620.727272727272
Brno-venkov,Administrativa,15330.846153846154
Brno-venkov,Doprava,16194.891891891892
Brno-venkov,Finance,19514.666666666668
Brno-venkov,Informační technologie,26000.0
Brno-venkov,Management,40000.0
Brno-venkov,Obchod a cestovní ruch,13052.591549295774
Brno-venkov,Obrana a ochrana,10817.222222222223
Brno-venkov,Právo,8000.5
Brno-venkov,Služby,10684.71875
Brno-venkov,Stavebnictví,11599.823529411764
Brno-venkov,Výchova a vzdělávání,13729.333333333334
Brno-venkov,Výroba a provoz,14344.149122807017
Brno-venkov,Zdravotnictví,14212.692307692309
Brno-venkov,Zemědělství a lesnictví,12142.857142857143
Bruntál,Administrativa,10666.666666666666
Bruntál,Doprava,16613.333333333332
Bruntál,Finance,17500.0
Bruntál,Informační technologie,20000.0
Bruntál,Obchod a cestovní ruch,14290.214285714286
Bruntál,Obrana a ochrana,8570.5
Bruntál,Služby,8458.1
Bruntál,Stavebnictví,13148.57142857143
Bruntál,Výchova a vzdělávání,15447.083333333334
Bruntál,Výroba a provoz,11882.169811320755
Bruntál,Zdravotnictví,27390.923076923078
Bruntál,Zemědělství a lesnictví,10523.75
Břeclav,Administrativa,16303.333333333334
Břeclav,Doprava,16101.842105263158
Břeclav,Finance,22869.565217391304
Břeclav,Informační technologie,31702.428571428572
Břeclav,Kultura a sport,15000.0
Břeclav,Management,47000.0
Břeclav,Obchod a cestovní ruch,12388.013698630137
Břeclav,Obrana a ochrana,13025.666666666666
Břeclav,Právo,15000.0
Břeclav,Služby,9306.034482758621
Břeclav,Stavebnictví,11578.076923076924
Břeclav,Výchova a vzdělávání,18238.88888888889
Břeclav,Výroba a provoz,14527.738095238095
Břeclav,Zdravotnictví,15487.777777777777
Břeclav,Zemědělství a lesnictví,10245.90909090909
Cheb,Administrativa,14607.142857142857
Cheb,Doprava,17506.21212121212
Cheb,Finance,20571.428571428572
Cheb,Informační technologie,19360.0
Cheb,Management,30000.0
Cheb,Obchod a cestovní ruch,14329.401234567902
Cheb,Obrana a ochrana,8793.92857142857
Cheb,Právo,16500.0
Cheb,Služby,9712.041666666666
Cheb,Stavebnictví,11727.5
Cheb,Výchova a vzdělávání,18188.125
Cheb,Výroba a provoz,14386.663793103447
Cheb,Zdravotnictví,18314.24
Cheb,Zemědělství a lesnictví,10779.09090909091
Chomutov,Administrativa,12452.777777777777
Chomutov,Doprava,11188.23076923077
Chomutov,Finance,17058.823529411766
Chomutov,Informační technologie,20500.0
Chomutov,Kultura a sport,14000.0
Chomutov,Management,22295.0
Chomutov,Obchod a cestovní ruch,14905.510204081633
Chomutov,Obrana a ochrana,8895.333333333334
Chomutov,Právo,12000.0
Chomutov,Služby,11196.227272727272
Chomutov,Stavebnictví,14904.444444444445
Chomutov,Výchova a vzdělávání,17142.85714285714
Chomutov,Výroba a provoz,15079.489795918367
Chomutov,Zdravotnictví,15174.545454545454
Chomutov,Zemědělství a lesnictví,13000.0
Chrudim,Administrativa,12864.692307692309
Chrudim,Doprava,19916.666666666668
Chrudim,Finance,14505.277777777777
Chrudim,Informační technologie,20857.14285714286
Chrudim,Kultura a sport,9200.0
Chrudim,Management,22500.0
Chrudim,Obchod a cestovní ruch,13576.23595505618
Chrudim,Obrana a ochrana,9511.666666666666
Chrudim,Služby,9926.129032258064
Chrudim,Stavebnictví,14318.285714285714
Chrudim,Výchova a vzdělávání,15667.75
Chrudim,Výroba a provoz,13984.852071005917
Chrudim,Věda a výzkum,50000.0
Chrudim,Zdravotnictví,14366.111111111111
Chrudim,Zemědělství a lesnictví,10622.083333333334
Domažlice,Administrativa,17150.714285714286
Domažlice,Doprava,22195.0
Domažlice,Finance,16958.235294117647
Domažlice,Informační technologie,16295.0
Domažlice,Management,20000.0
Domažlice,Obchod a cestovní ruch,13903.154411764706
Domažlice,Obrana a ochrana,8888.0
Domažlice,Služby,13345.394736842105
Domažlice,Stavebnictví,13184.275862068966
Domažlice,Výchova a vzdělávání,15775.166666666666
Domažlice,Výroba a provoz,15012.301136363636
Domažlice,Zdravotnictví,16787.222222222223
Domažlice,Zemědělství a lesnictví,14780.90909090909
Děčín,Administrativa,8195.833333333334
Děčín,Doprava,16661.590909090908
Děčín,Finance,19470.0
Děčín,Informační technologie,19600.0
Děčín,Kultura a sport,2118.0
Děčín,Management,22500.0
Děčín,Obchod a cestovní ruch,10761.816091954022
Děčín,Obrana a ochrana,7184.2307692307695
Děčín,Služby,10008.5
Děčín,Stavebnictví,10228.25
Děčín,Výchova a vzdělávání,14838.0
Děčín,Výroba a provoz,13883.684210526315
Děčín,Zdravotnictví,16897.0
Děčín,Zemědělství a lesnictví,13000.0
Frýdek-Místek,Administrativa,10565.05
Frýdek-Místek,Doprava,15541.84090909091
Frýdek-Místek,Finance,16931.052631578947
Frýdek-Místek,Informační technologie,11272.75
Frýdek-Místek,Kultura a sport,10850.0
Frýdek-Místek,Management,118750.0
Frýdek-Místek,Obchod a cestovní ruch,9204.086419753086
Frýdek-Místek,Obrana a ochrana,6080.1875
Frýdek-Místek,Právo,22000.0
Frýdek-Místek,Služby,7357.735294117647
Frýdek-Místek,Stavebnictví,9243.382352941177
Frýdek-Místek,Výchova a vzdělávání,9700.0
Frýdek-Místek,Výroba a provoz,12193.008064516129
Frýdek-Místek,Zdravotnictví,15363.028571428571
Frýdek-Místek,Zemědělství a lesnictví,10229.375
Havlíčkův Brod,Administrativa,11606.875
Havlíčkův Brod,Doprava,19047.619047619046
Havlíčkův Brod,Finance,18800.0
Havlíčkův Brod,Informační technologie,19700.0
Havlíčkův Brod,Obchod a cestovní ruch,12438.241758241758
Havlíčkův Brod,Obrana a ochrana,9295.90909090909
Havlíčkův Brod,Služby,11279.871794871795
Havlíčkův Brod,Stavebnictví,11972.5
Havlíčkův Brod,Výchova a vzdělávání,4586.111111111111
Havlíčkův Brod,Výroba a provoz,12912.451282051283
Havlíčkův Brod,Zdravotnictví,27497.14285714286
Havlíčkův Brod,Zemědělství a lesnictví,10238.28
Hlavní město Praha,Administrativa,16168.154362416108
Hlavní město Praha,Doprava,16908.607954545456
Hlavní město Praha,Finance,20407.006369426752
Hlavní město Praha,Informační technologie,35713.418803418805
Hlavní město Praha,Kultura a sport,18975.365853658535
Hlavní město Praha,Management,46323.04347826087
Hlavní město Praha,Obchod a cestovní ruch,17743.0097799511
Hlavní město Praha,Obrana a ochrana,9572.768328445747
Hlavní město Praha,Právo,18933.529411764706
Hlavní město Praha,Služby,11885.882833787466
Hlavní město Praha,Stavebnictví,12430.609826589596
Hlavní město Praha,Výchova a vzdělávání,16509.23076923077
Hlavní město Praha,Výroba a provoz,15678.463636363636
Hlavní město Praha,Věda a výzkum,25948.666666666668
Hlavní město Praha,Zdravotnictví,16092.20987654321
Hlavní město Praha,Zemědělství a lesnictví,12095.2
Hodonín,Administrativa,13285.714285714286
Hodonín,Doprava,17616.216216216217
Hodonín,Finance,18571.428571428572
Hodonín,Informační technologie,19600.0
Hodonín,Kultura a sport,14000.0
Hodonín,Management,26000.0
Hodonín,Obchod a cestovní ruch,15050.608108108108
